State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Unemployment,Income
California,Los Angeles County,2953,1494,1459,20.3,46.8,7.1,0.7,18.9,1.7,3.6,75434.0
California,Los Angeles County,3097,1621,1476,24.9,34.1,15.5,0.0,17.2,1.2,3.4,63919.0
California,Los Angeles County,4310,2334,1976,12.2,42.8,10.2,2.2,24.5,0.0,2.9,61745.0
California,Los Angeles County,3465,1597,1868,63.7,18.0,5.7,0.0,5.3,0.4,4.4,62826.0
California,Los Angeles County,2522,1210,1312,36.1,16.4,32.4,0.1,8.0,0.0,7.1,72326.0
California,Los Angeles County,2456,1239,1217,19.3,48.1,2.1,0.0,25.6,0.0,6.9,89688.0
California,Los Angeles County,2806,1511,1295,24.5,34.6,5.9,0.0,30.8,0.0,3.1,67152.0
California,Los Angeles County,4629,2175,2454,12.2,63.4,4.8,0.0,15.0,0.0,4.4,91411.0
California,Los Angeles County,3728,1959,1769,15.3,69.1,1.7,0.4,10.3,0.5,7.1,110179.0
California,Los Angeles County,3174,1553,1621,17.1,63.3,2.1,0.0,13.4,0.0,4.6,93009.0
California,Los Angeles County,4755,2240,2515,11.2,46.2,6.4,0.4,30.1,0.0,6.9,82586.0
California,Los Angeles County,5543,2439,3104,16.0,53.6,10.1,0.3,17.7,0.0,7.3,90045.0
California,Los Angeles County,4176,2028,2148,15.2,31.4,4.1,1.1,43.7,0.6,3.0,58665.0
California,Los Angeles County,3415,1931,1484,29.9,36.0,3.8,0.0,28.3,0.0,5.8,54306.0
California,Los Angeles County,5555,2797,2758,26.9,40.8,7.5,0.0,20.9,0.0,4.2,61731.0
California,Los Angeles County,3300,1811,1489,26.2,44.6,11.7,0.0,13.3,0.0,7.4,86094.0
California,Los Angeles County,4110,1940,2170,26.2,54.7,4.4,0.2,10.7,0.0,8.2,70200.0
California,Los Angeles County,4620,2453,2167,26.1,59.4,0.4,0.0,7.2,0.4,4.2,88192.0
California,Los Angeles County,2617,1379,1238,39.9,41.2,8.2,0.0,8.4,0.0,7.7,58482.0
California,Los Angeles County,3675,1935,1740,40.3,40.6,3.8,0.3,9.0,0.8,6.3,58689.0
California,Los Angeles County,3183,1739,1444,29.6,46.6,2.4,0.1,13.4,0.0,11.5,70966.0
California,Los Angeles County,4367,2220,2147,51.4,29.9,6.0,0.0,10.4,0.0,4.4,59867.0
California,Los Angeles County,2541,1418,1123,20.1,70.0,1.5,0.0,4.9,0.0,4.5,118958.0
California,Los Angeles County,3249,1753,1496,37.4,49.1,8.1,0.3,1.6,0.0,11.1,83426.0
California,Los Angeles County,3273,1507,1766,26.7,55.1,11.9,0.6,2.1,0.0,5.8,68802.0
California,Los Angeles County,2822,1564,1258,12.4,78.8,4.3,0.0,2.8,0.0,8.0,62809.0
California,Los Angeles County,2886,1511,1375,12.8,74.8,3.9,0.0,3.6,0.0,10.7,69225.0
California,Los Angeles County,2333,1120,1213,12.7,77.5,4.0,0.0,3.0,0.6,7.2,120938.0
California,Los Angeles County,2899,1516,1383,21.3,67.1,5.0,0.0,3.2,0.0,2.2,107568.0
California,Los Angeles County,3122,1528,1594,16.7,66.8,7.9,0.4,5.6,0.0,4.3,94417.0
California,Los Angeles County,3999,2096,1903,11.6,81.7,2.3,0.0,2.5,0.0,9.6,113125.0
California,Los Angeles County,4298,2073,2225,6.1,66.1,16.5,0.0,7.5,0.0,1.5,106968.0
California,Los Angeles County,4384,2165,2219,7.7,80.5,1.3,0.0,4.4,1.2,7.3,94766.0
California,Los Angeles County,1254,603,651,25.8,41.4,1.0,0.0,28.2,0.0,6.5,79514.0
California,Los Angeles County,3862,1960,1902,61.5,24.4,4.2,0.0,6.5,0.0,7.0,53500.0
California,Los Angeles County,4019,2072,1947,44.5,27.5,3.5,1.5,16.4,0.0,8.5,56573.0
California,Los Angeles County,4799,2303,2496,8.9,64.0,5.2,0.0,15.2,0.9,4.6,83606.0
California,Los Angeles County,5851,2549,3302,31.9,40.4,1.4,0.0,22.2,0.0,5.4,86031.0
California,Los Angeles County,3696,1877,1819,15.2,57.0,3.8,0.0,16.3,0.0,4.8,136860.0
California,Los Angeles County,5666,2545,3121,68.8,16.3,3.3,0.0,9.1,0.2,11.2,37301.0
California,Los Angeles County,9596,4502,5094,12.6,49.1,10.0,0.0,24.9,0.2,5.5,121833.0
California,Los Angeles County,2793,1496,1297,27.1,43.5,1.7,0.8,26.1,0.3,4.4,70078.0
California,Los Angeles County,5452,2755,2697,21.4,57.0,2.8,1.0,13.9,0.0,2.7,116613.0
California,Los Angeles County,5935,2716,3219,16.0,16.2,43.6,0.0,17.2,0.0,5.7,63344.0
California,Los Angeles County,4143,1772,2371,8.3,74.2,2.9,0.2,7.9,0.0,9.1,109107.0
California,Los Angeles County,5477,2452,3025,18.7,54.1,5.7,0.1,14.5,0.1,9.9,87422.0
California,Los Angeles County,4076,2080,1996,10.0,58.6,5.7,0.2,18.1,0.0,8.5,116875.0
California,Los Angeles County,5265,2569,2696,15.0,57.8,6.9,0.2,13.7,0.0,2.8,79688.0
California,Los Angeles County,4431,2057,2374,13.7,49.2,14.0,0.0,17.6,0.0,7.4,76554.0
California,Los Angeles County,5422,2544,2878,10.4,70.4,2.1,0.0,13.8,0.0,7.3,142688.0
California,Los Angeles County,3201,1492,1709,19.4,54.2,4.9,0.0,12.0,0.0,5.7,123750.0
California,Los Angeles County,2336,1070,1266,42.4,23.5,25.6,0.0,6.3,0.0,11.6,63139.0
California,Los Angeles County,1573,779,794,31.1,3.8,43.4,0.0,15.0,1.3,7.1,38981.0
California,Los Angeles County,2570,1258,1312,28.5,53.0,4.1,0.0,11.1,0.9,1.4,92900.0
California,Los Angeles County,3118,1615,1503,8.6,79.9,1.7,0.0,4.9,0.0,6.4,155694.0
California,Los Angeles County,3951,1977,1974,44.1,0.5,52.0,0.0,0.0,0.0,7.7,41509.0
California,Los Angeles County,2384,1133,1251,71.6,0.3,27.5,0.2,0.4,0.0,11.4,42011.0
California,Los Angeles County,3533,1787,1746,66.0,4.6,17.1,0.0,10.7,0.0,9.2,55956.0
California,Los Angeles County,5717,2799,2918,62.3,6.7,10.0,0.1,18.4,0.4,12.3,50000.0
California,Los Angeles County,3769,1946,1823,71.1,5.1,6.5,0.0,16.9,0.0,5.9,50642.0
California,Los Angeles County,2697,1400,1297,24.1,18.9,7.2,0.1,45.8,0.8,1.9,74375.0
California,Los Angeles County,6486,2893,3593,54.1,9.8,11.5,0.0,17.0,0.1,10.3,36799.0
California,Los Angeles County,6927,3345,3582,49.4,12.0,12.2,0.0,24.6,0.0,8.7,54420.0
California,Los Angeles County,6363,3230,3133,66.3,5.0,8.2,0.0,16.9,1.5,11.1,36059.0
California,Los Angeles County,3020,1582,1438,21.0,31.8,1.0,0.0,42.1,0.0,4.9,79855.0
California,Los Angeles County,5698,2845,2853,39.2,17.8,11.7,0.0,25.7,3.4,7.9,66094.0
California,Los Angeles County,4466,2278,2188,65.7,13.3,6.0,0.0,13.3,0.0,9.0,54740.0
California,Los Angeles County,2532,1327,1205,44.1,32.6,9.8,0.0,10.9,0.0,4.0,84260.0
California,Los Angeles County,2601,1303,1298,63.4,10.1,8.2,0.0,15.0,0.0,13.2,47337.0
California,Los Angeles County,4286,2123,2163,80.4,13.9,0.0,1.9,3.0,0.2,9.3,52188.0
California,Los Angeles County,2475,1196,1279,83.8,6.3,5.3,0.0,1.3,0.0,17.0,41125.0
California,Los Angeles County,5201,2417,2784,88.3,7.3,0.0,0.3,4.0,0.0,4.1,61321.0
California,Los Angeles County,2639,1343,1296,82.3,8.0,1.0,0.0,7.9,0.0,3.8,66510.0
California,Los Angeles County,4440,2232,2208,89.0,6.8,1.3,0.3,1.9,0.2,5.3,49882.0
California,Los Angeles County,5048,1999,3049,39.0,10.7,24.3,0.0,15.5,4.7,13.3,44464.0
California,Los Angeles County,2989,1433,1556,72.0,7.0,5.7,0.0,12.9,0.0,13.8,46406.0
California,Los Angeles County,4721,2600,2121,93.2,6.4,0.0,0.0,0.2,0.0,9.8,43567.0
California,Los Angeles County,3866,1866,2000,95.6,3.6,0.1,0.0,0.7,0.0,8.6,48125.0
California,Los Angeles County,4404,2346,2058,92.3,1.6,1.8,0.0,4.1,0.0,2.6,40970.0
California,Los Angeles County,4540,2402,2138,95.0,2.6,1.8,0.0,0.1,0.0,9.8,40941.0
California,Los Angeles County,3226,1586,1640,90.0,3.3,4.6,0.7,0.6,0.2,7.4,31786.0
California,Los Angeles County,4101,2005,2096,93.5,2.7,1.9,0.0,1.9,0.0,7.1,40917.0
California,Los Angeles County,3783,2029,1754,96.1,0.9,1.0,0.0,1.5,0.0,11.3,36739.0
California,Los Angeles County,3921,1919,2002,95.5,0.5,1.4,0.0,2.3,0.0,9.1,35000.0
California,Los Angeles County,3748,1775,1973,91.2,3.6,1.0,0.0,1.3,0.0,10.3,38983.0
California,Los Angeles County,4938,2173,2765,23.4,59.8,3.2,0.0,9.4,1.0,3.6,101652.0
California,Los Angeles County,3161,1670,1491,83.8,4.5,9.3,0.0,0.7,0.0,15.5,30875.0
California,Los Angeles County,4500,1922,2578,63.9,7.9,18.5,0.0,7.1,0.0,8.5,26512.0
California,Los Angeles County,5011,2514,2497,33.1,38.7,6.3,0.0,19.1,0.0,9.2,83068.0
California,Los Angeles County,3298,1370,1928,20.5,58.9,3.2,0.0,8.5,0.0,6.1,79605.0
California,Los Angeles County,3182,1479,1703,47.7,36.1,5.2,0.3,9.2,0.0,10.1,95789.0
California,Los Angeles County,4010,1949,2061,77.1,5.4,8.6,0.4,5.3,0.0,13.5,36569.0
California,Los Angeles County,5000,2417,2583,70.0,18.6,6.0,0.0,0.9,0.0,11.0,33116.0
California,Los Angeles County,4041,1900,2141,64.5,17.1,4.8,0.3,3.3,2.6,9.5,42500.0
California,Los Angeles County,4104,2023,2081,64.8,24.9,2.1,0.0,3.4,0.0,8.1,44743.0
California,Los Angeles County,5241,2725,2516,34.9,51.0,2.8,0.0,6.3,0.0,8.2,78297.0
California,Los Angeles County,4946,2682,2264,57.3,16.0,15.2,0.2,7.3,0.3,15.1,34735.0
California,Los Angeles County,3262,1678,1584,75.1,20.1,1.3,0.0,2.2,0.3,16.4,46314.0
California,Los Angeles County,4121,2318,1803,66.1,20.8,4.8,0.2,7.2,0.1,9.0,58947.0
California,Los Angeles County,4153,1868,2285,38.3,46.9,2.3,0.0,10.0,0.0,11.7,66813.0
California,Los Angeles County,2263,1077,1186,31.9,51.5,3.8,0.0,3.6,0.7,5.1,79554.0
California,Los Angeles County,3701,1792,1909,26.6,63.7,2.3,0.0,5.1,0.0,8.6,91164.0
California,Los Angeles County,5258,2715,2543,36.5,52.8,2.9,0.0,2.9,0.0,1.4,109241.0
California,Los Angeles County,2706,1405,1301,24.3,52.6,8.1,0.0,1.7,0.0,7.0,51912.0
California,Los Angeles County,4048,1943,2105,37.6,43.9,5.8,0.2,9.6,0.4,7.9,66063.0
California,Los Angeles County,5685,2894,2791,10.0,66.1,0.5,0.0,21.6,0.0,2.5,136250.0
California,Los Angeles County,5535,2703,2832,11.3,47.0,0.0,0.0,38.9,0.0,5.0,81970.0
California,Los Angeles County,5871,2668,3203,9.4,65.7,0.1,0.0,20.6,0.0,3.5,104679.0
California,Los Angeles County,6156,2965,3191,22.4,48.8,0.3,0.2,23.1,0.0,4.4,92578.0
California,Los Angeles County,3217,1434,1783,14.7,53.2,0.0,0.3,25.0,0.0,5.0,101510.0
California,Los Angeles County,6018,2765,3253,32.2,42.3,0.6,0.0,21.7,0.3,6.4,71083.0
California,Los Angeles County,9423,4308,5115,10.6,51.7,1.3,0.4,33.3,0.4,3.8,61742.0
California,Los Angeles County,6347,3136,3211,13.8,73.6,0.6,0.0,11.2,0.0,3.1,120473.0
California,Los Angeles County,4995,2535,2460,5.6,82.1,0.0,0.0,7.5,0.0,4.5,122500.0
California,Los Angeles County,8070,3926,4144,12.6,63.5,0.2,1.0,17.4,0.0,6.0,91017.0
California,Los Angeles County,6533,3288,3245,6.5,63.4,0.0,0.3,24.0,0.0,5.4,156000.0
California,Los Angeles County,2082,1073,1009,15.4,61.3,0.0,0.0,20.1,0.0,7.0,135893.0
California,Los Angeles County,4970,2328,2642,17.5,57.1,1.9,0.0,16.6,0.2,7.6,57328.0
California,Los Angeles County,6847,3073,3774,10.9,73.2,0.7,0.0,10.7,0.0,5.5,68191.0
California,Los Angeles County,4430,1732,2698,17.4,63.6,2.3,0.0,14.2,0.0,9.0,60656.0
California,Los Angeles County,5186,2623,2563,15.1,62.5,4.3,0.0,13.8,0.0,7.0,53116.0
California,Los Angeles County,2221,1039,1182,9.9,70.8,0.5,0.5,15.6,0.0,7.4,106458.0
California,Los Angeles County,5363,2450,2913,7.6,71.1,0.8,0.1,17.4,0.0,9.6,55699.0
California,Los Angeles County,1964,906,1058,9.1,79.4,0.4,0.0,6.1,0.0,5.6,114643.0
California,Los Angeles County,3899,1725,2174,1.5,87.3,0.2,1.9,8.5,0.0,3.9,124602.0
California,Los Angeles County,1924,787,1137,7.1,83.4,0.3,0.0,7.6,0.0,6.0,87014.0
California,Los Angeles County,6794,2863,3931,13.6,73.3,0.0,0.0,10.7,0.0,11.3,48150.0
California,Los Angeles County,6645,3403,3242,23.2,60.8,5.3,0.2,8.1,0.0,9.6,40486.0
California,Los Angeles County,4186,1992,2194,46.1,39.4,2.3,0.0,9.6,0.6,10.1,55536.0
California,Los Angeles County,3056,1510,1546,34.8,47.5,3.6,0.0,11.3,0.0,8.3,80417.0
California,Los Angeles County,5635,2888,2747,17.5,67.2,2.0,0.0,11.5,0.0,11.9,47306.0
California,Los Angeles County,4801,2289,2512,21.5,48.2,1.1,0.0,25.2,0.0,8.3,55066.0
California,Los Angeles County,4016,1916,2100,13.8,59.9,1.3,0.0,22.1,0.0,8.7,53102.0
California,Los Angeles County,8179,3801,4378,15.4,64.9,2.4,0.0,15.9,0.0,5.8,50278.0
California,Los Angeles County,3927,1957,1970,15.9,65.8,0.8,0.0,13.4,0.9,13.8,45583.0
California,Los Angeles County,3803,1797,2006,10.6,70.4,0.8,0.0,15.4,0.0,6.7,43580.0
California,Los Angeles County,4393,2039,2354,15.9,58.9,2.1,0.0,20.3,0.0,12.5,42241.0
California,Los Angeles County,6070,3028,3042,17.1,66.6,2.5,0.0,13.2,0.3,7.2,56686.0
California,Los Angeles County,5958,2813,3145,22.1,60.3,0.7,0.0,15.8,0.0,9.7,39709.0
California,Los Angeles County,4159,2069,2090,17.1,49.0,2.4,0.0,28.4,0.0,12.7,49188.0
California,Los Angeles County,3787,1812,1975,12.4,70.3,4.2,0.0,10.1,0.0,7.0,21522.0
California,Los Angeles County,5310,2393,2917,31.1,59.6,0.0,0.0,8.9,0.0,9.3,33466.0
California,Los Angeles County,4432,2314,2118,17.3,55.8,0.8,0.2,21.0,0.0,6.2,61250.0
California,Los Angeles County,5512,2665,2847,45.3,36.6,0.9,0.0,16.4,0.0,8.0,46270.0
California,Los Angeles County,6527,3001,3526,30.0,52.7,3.6,0.0,12.9,0.0,12.0,34807.0
California,Los Angeles County,4325,1960,2365,19.1,66.5,0.0,0.0,12.7,0.0,13.0,34939.0
California,Los Angeles County,4210,1860,2350,35.5,48.0,1.1,0.0,12.3,0.0,12.9,34294.0
California,Los Angeles County,4347,2192,2155,36.7,44.7,6.9,0.0,9.8,0.0,15.0,35243.0
California,Los Angeles County,3397,1727,1670,29.6,49.8,4.6,0.0,10.8,0.6,10.4,59254.0
California,Los Angeles County,5987,2896,3091,14.3,67.6,3.9,0.0,10.4,0.0,7.1,126250.0
California,Los Angeles County,5475,2521,2954,10.0,73.6,2.8,0.0,6.1,0.0,6.2,74216.0
California,Los Angeles County,5038,2474,2564,13.6,64.5,3.9,1.0,11.3,0.0,13.3,71085.0
California,Los Angeles County,2668,1275,1393,11.0,67.8,0.0,0.0,16.9,0.0,3.7,132500.0
California,Los Angeles County,3213,1567,1646,12.2,69.8,0.3,0.8,11.4,0.0,5.2,81719.0
California,Los Angeles County,4005,2036,1969,44.0,27.6,5.7,0.2,20.8,0.0,6.2,56887.0
California,Los Angeles County,6799,3143,3656,32.0,39.0,2.6,0.0,22.6,0.0,11.3,53071.0
California,Los Angeles County,2814,1419,1395,24.1,54.2,1.1,0.0,16.7,0.0,8.0,77727.0
California,Los Angeles County,2451,1201,1250,18.0,72.3,1.6,0.0,5.7,0.0,6.6,25804.0
California,Los Angeles County,7161,3420,3741,18.0,68.0,2.5,0.6,9.6,0.0,5.8,41121.0
California,Los Angeles County,4903,2429,2474,17.3,65.4,5.2,0.0,6.5,0.0,9.1,46096.0
California,Los Angeles County,5224,2582,2642,31.4,53.7,1.2,1.1,10.0,0.2,6.0,62468.0
California,Los Angeles County,6401,3040,3361,31.2,50.1,1.0,0.0,14.8,0.0,5.6,67577.0
California,Los Angeles County,3845,1791,2054,37.6,47.7,2.0,0.0,9.2,0.0,7.1,90750.0
California,Los Angeles County,4064,1890,2174,30.6,46.5,1.1,1.1,16.0,0.0,5.3,105987.0
California,Los Angeles County,3200,1621,1579,30.6,58.0,0.9,0.0,4.8,0.0,4.4,78300.0
California,Los Angeles County,3963,1848,2115,29.2,54.5,3.2,0.0,10.9,0.0,5.6,87286.0
California,Los Angeles County,2299,1127,1172,15.1,70.6,2.8,0.0,8.0,0.0,8.8,83188.0
California,Los Angeles County,5682,2643,3039,28.6,56.1,2.4,0.0,8.5,0.0,5.7,83827.0
California,Los Angeles County,6923,3333,3590,13.2,59.9,3.7,0.0,13.0,0.0,6.0,74312.0
California,Los Angeles County,5876,2621,3255,18.8,67.7,2.2,0.8,4.6,0.0,11.0,80046.0
California,Los Angeles County,2850,1405,1445,43.4,39.5,2.9,0.0,9.7,0.5,7.7,58199.0
California,Los Angeles County,3924,1933,1991,51.9,27.4,3.5,0.7,13.7,0.0,15.7,54000.0
California,Los Angeles County,0,0,0,,,,,,,,
California,Los Angeles County,7567,3678,3889,89.1,6.3,3.9,0.0,0.4,0.2,10.6,67536.0
California,Los Angeles County,4413,2513,1900,95.2,1.9,0.0,0.0,2.4,0.5,5.9,32417.0
California,Los Angeles County,5766,2980,2786,90.7,6.6,0.5,0.0,1.8,0.2,6.2,64028.0
California,Los Angeles County,6835,3430,3405,95.8,1.9,0.5,1.4,0.4,0.0,8.3,47909.0
California,Los Angeles County,6001,3128,2873,22.3,64.6,2.8,0.4,8.0,0.0,5.3,111836.0
California,Los Angeles County,2976,1465,1511,15.7,46.9,5.4,0.0,30.2,0.0,3.7,159826.0
California,Los Angeles County,5318,2703,2615,23.0,54.6,3.0,0.0,17.0,0.0,7.2,123622.0
California,Los Angeles County,4541,2256,2285,23.5,64.0,3.8,0.0,7.5,0.0,6.6,123663.0
California,Los Angeles County,3140,1529,1611,38.9,41.1,1.8,0.0,11.8,3.7,9.3,70893.0
California,Los Angeles County,7489,3710,3779,24.6,48.4,2.5,1.1,21.2,0.0,5.2,71480.0
California,Los Angeles County,4355,2209,2146,28.8,56.4,1.5,0.0,9.9,0.0,8.8,110417.0
California,Los Angeles County,4160,1980,2180,32.8,52.3,1.4,0.5,10.6,0.0,10.4,97174.0
California,Los Angeles County,4561,2306,2255,15.7,68.6,0.5,0.3,9.9,0.0,3.5,121563.0
California,Los Angeles County,2176,1140,1036,22.3,63.4,1.3,0.0,7.8,0.0,8.0,124663.0
California,Los Angeles County,4207,2027,2180,66.6,20.8,1.8,0.6,8.9,0.0,4.8,59865.0
California,Los Angeles County,5111,2509,2602,54.7,23.3,5.0,0.1,15.1,0.0,6.1,81544.0
California,Los Angeles County,3211,1528,1683,49.9,29.5,2.9,0.2,16.3,0.0,7.6,77821.0
California,Los Angeles County,6796,2834,3962,19.8,51.8,4.6,0.3,17.9,0.3,10.7,84400.0
California,Los Angeles County,4328,2000,2328,36.2,45.5,2.7,0.0,13.1,0.0,4.7,84250.0
California,Los Angeles County,3282,1665,1617,15.8,73.3,0.3,0.2,8.1,0.2,9.5,110594.0
California,Los Angeles County,3822,1747,2075,22.5,59.9,1.5,0.0,10.9,0.7,9.1,73813.0
California,Los Angeles County,5583,2624,2959,40.2,44.9,1.7,1.1,7.3,0.0,9.3,61953.0
California,Los Angeles County,3194,1775,1419,23.3,51.1,2.8,0.0,18.8,0.0,6.6,71681.0
California,Los Angeles County,3332,1632,1700,34.2,45.1,0.9,0.0,15.3,1.2,11.1,111250.0
California,Los Angeles County,4789,2246,2543,40.7,43.2,0.3,0.3,10.0,0.3,10.1,91875.0
California,Los Angeles County,5316,2517,2799,36.4,43.1,4.9,0.6,11.8,0.0,10.3,76029.0
California,Los Angeles County,2358,1090,1268,25.4,47.9,0.8,0.3,21.3,0.0,0.9,107738.0
California,Los Angeles County,5826,2783,3043,30.2,44.4,0.1,0.0,23.8,0.3,2.2,120347.0
California,Los Angeles County,6145,2927,3218,41.9,41.4,5.5,0.6,7.9,0.0,3.9,77176.0
California,Los Angeles County,5409,2320,3089,37.7,48.2,2.5,0.0,9.0,0.1,5.8,70839.0
California,Los Angeles County,6229,2918,3311,44.5,39.4,7.0,0.6,6.6,0.0,9.3,73919.0
California,Los Angeles County,5364,2576,2788,37.8,48.3,1.4,0.6,11.4,0.0,4.2,66829.0
California,Los Angeles County,6264,3024,3240,48.8,40.3,4.0,0.4,1.7,0.0,8.2,68662.0
California,Los Angeles County,2734,1174,1560,31.5,57.7,4.5,0.0,5.2,0.0,6.9,59554.0
California,Los Angeles County,4338,2124,2214,32.1,52.8,3.2,2.2,8.5,0.0,5.0,69375.0
California,Los Angeles County,4306,1887,2419,45.8,29.3,10.2,0.0,12.7,0.0,9.7,55219.0
California,Los Angeles County,6220,2896,3324,60.0,20.1,8.5,1.1,9.6,0.3,10.6,51406.0
California,Los Angeles County,8197,4087,4110,26.8,53.6,2.7,0.2,9.6,0.0,2.7,103119.0
California,Los Angeles County,4025,1785,2240,19.5,44.2,5.5,0.5,24.3,0.0,9.9,
California,Los Angeles County,5961,2721,3240,22.0,57.3,8.4,1.1,7.8,0.0,5.8,82790.0
California,Los Angeles County,3207,1442,1765,41.8,32.0,15.1,0.0,7.1,0.0,5.2,61214.0
California,Los Angeles County,4199,2030,2169,38.7,45.7,3.1,0.2,9.6,0.0,8.1,58024.0
California,Los Angeles County,5198,2464,2734,76.0,3.0,11.4,0.7,8.3,0.0,16.2,68636.0
California,Los Angeles County,4801,2348,2453,60.3,14.0,10.8,0.8,9.9,2.5,9.4,67268.0
California,Los Angeles County,7293,3478,3815,63.2,14.2,9.7,0.1,10.1,0.0,10.1,66235.0
California,Los Angeles County,5829,2870,2959,70.7,9.2,3.0,0.0,15.1,0.0,6.6,58007.0
California,Los Angeles County,3858,1913,1945,79.4,15.5,2.4,0.0,1.3,0.0,9.6,41582.0
California,Los Angeles County,4381,2227,2154,89.3,4.4,3.9,0.1,1.8,0.0,14.9,35437.0
California,Los Angeles County,6484,2975,3509,65.7,15.7,5.1,0.4,10.6,0.0,13.0,55142.0
California,Los Angeles County,5143,2603,2540,56.6,21.9,4.0,0.0,14.2,0.2,13.2,60592.0
California,Los Angeles County,1939,1025,914,29.3,30.4,5.7,0.0,25.0,0.0,34.2,
California,Los Angeles County,2982,1369,1613,82.1,0.6,13.2,0.0,2.9,1.2,11.5,63810.0
California,Los Angeles County,5101,2497,2604,84.5,8.6,2.3,0.0,3.6,0.0,9.5,45885.0
California,Los Angeles County,6137,3052,3085,89.8,3.7,2.2,0.0,3.4,0.5,6.6,38014.0
California,Los Angeles County,6942,3516,3426,78.8,6.1,4.4,0.0,10.0,0.0,9.5,46250.0
California,Los Angeles County,7279,3630,3649,65.5,21.7,3.3,1.5,7.1,0.0,4.8,42438.0
California,Los Angeles County,6584,3141,3443,84.2,4.2,10.6,0.0,0.5,0.0,9.4,34734.0
California,Los Angeles County,4770,2271,2499,71.0,10.8,9.4,0.2,6.7,0.0,6.8,64453.0
California,Los Angeles County,3202,1648,1554,73.9,16.8,2.9,0.0,5.4,0.0,10.0,70975.0
California,Los Angeles County,4213,2447,1766,71.4,5.9,11.0,0.0,11.5,0.0,11.5,66081.0
California,Los Angeles County,4938,2518,2420,91.1,2.9,0.5,0.0,3.0,0.0,5.1,33878.0
California,Los Angeles County,3054,1526,1528,90.0,2.2,2.1,0.0,5.5,0.0,12.9,44196.0
California,Los Angeles County,4152,2083,2069,81.5,3.9,2.2,0.0,11.2,0.0,8.6,45491.0
California,Los Angeles County,6923,3604,3319,76.6,6.4,4.8,0.3,10.9,0.0,10.6,53814.0
California,Los Angeles County,4542,2297,2245,80.2,4.6,2.4,0.0,9.5,2.2,9.1,52232.0
California,Los Angeles County,3678,1914,1764,85.9,6.4,0.1,0.6,6.1,0.0,11.0,70313.0
California,Los Angeles County,7307,3924,3383,85.4,2.7,5.5,0.0,5.0,0.0,9.9,59231.0
California,Los Angeles County,643,415,228,15.1,43.4,21.6,0.0,19.9,0.0,0.0,
California,Los Angeles County,2784,1208,1576,31.1,18.7,0.7,0.0,47.9,0.0,4.2,92174.0
California,Los Angeles County,5016,2363,2653,15.9,15.3,2.0,0.7,63.3,0.0,6.9,96296.0
California,Los Angeles County,2274,1157,1117,12.9,10.9,1.5,0.0,66.8,4.2,7.9,87232.0
California,Los Angeles County,4977,2366,2611,30.2,25.1,4.4,0.2,39.3,0.0,7.4,78468.0
California,Los Angeles County,6815,3360,3455,18.8,29.2,5.6,0.0,43.3,0.0,5.6,85913.0
California,Los Angeles County,4548,2296,2252,36.7,20.7,4.9,1.0,32.1,0.0,4.3,89279.0
California,Los Angeles County,6322,3266,3056,31.0,23.4,8.6,0.0,30.1,0.0,6.4,90795.0
California,Los Angeles County,4384,2163,2221,21.0,12.3,12.5,0.9,49.4,0.0,6.7,77339.0
California,Los Angeles County,5008,2387,2621,15.8,12.2,1.9,0.0,68.5,0.0,7.7,98182.0
California,Los Angeles County,6474,3136,3338,28.8,20.7,6.4,0.0,38.0,4.2,10.6,110456.0
California,Los Angeles County,3889,1794,2095,20.6,26.2,1.4,0.0,48.8,0.0,4.2,99118.0
California,Los Angeles County,5377,2727,2650,8.8,16.0,2.1,0.8,70.4,0.0,5.4,94821.0
California,Los Angeles County,7067,3577,3490,13.4,16.1,2.4,1.3,63.5,2.1,3.5,102059.0
California,Los Angeles County,5200,2565,2635,15.4,26.0,3.1,0.0,52.8,0.7,4.6,108529.0
California,Los Angeles County,5525,2841,2684,33.4,10.4,4.3,0.0,50.6,0.0,7.8,80556.0
California,Los Angeles County,3706,1705,2001,23.3,16.4,3.3,0.4,53.7,0.0,6.3,90000.0
California,Los Angeles County,4866,2652,2214,17.2,6.1,3.3,0.0,71.5,0.0,6.3,119137.0
California,Los Angeles County,2595,1184,1411,12.3,10.3,3.5,0.0,71.8,0.0,4.9,113750.0
California,Los Angeles County,1714,887,827,13.9,17.7,0.1,0.0,65.5,0.0,4.5,116974.0
California,Los Angeles County,3025,1518,1507,25.4,16.9,0.3,0.0,55.1,0.0,4.1,74491.0
California,Los Angeles County,2116,1005,1111,12.1,6.5,0.6,0.0,80.5,0.0,6.7,139583.0
California,Los Angeles County,6515,3223,3292,16.0,8.2,3.6,0.0,69.0,0.0,3.1,92340.0
California,Los Angeles County,1909,897,1012,33.9,20.2,2.7,0.0,39.3,0.0,6.4,106667.0
California,Los Angeles County,6739,3220,3519,35.2,35.6,1.3,0.0,24.7,0.0,8.9,77936.0
California,Los Angeles County,3514,1720,1794,42.6,39.4,2.7,0.0,12.8,0.3,8.6,108423.0
California,Los Angeles County,4686,2067,2619,40.8,38.9,2.3,0.0,16.4,0.0,11.3,81891.0
California,Los Angeles County,4929,2497,2432,55.3,28.2,1.8,0.4,13.0,0.0,9.3,64063.0
California,Los Angeles County,5990,2975,3015,66.5,18.9,3.5,0.0,10.9,0.0,10.1,56574.0
