State,County,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,Unemployment,Income
Alabama,DeKalb County,3679,1872,1807,13.5,75.2,6.0,0.8,0.0,0.0,3.5,31861.0
Alabama,DeKalb County,4067,1882,2185,8.9,90.2,0.0,0.0,0.0,0.0,5.0,33844.0
Alabama,DeKalb County,3271,1745,1526,13.8,83.1,0.8,0.9,0.0,0.0,4.7,46042.0
Alabama,DeKalb County,2358,1098,1260,13.6,83.3,0.1,0.6,0.8,0.0,2.4,62212.0
Alabama,DeKalb County,5783,2930,2853,26.3,66.7,3.4,0.0,1.7,0.0,10.8,37398.0
Alabama,DeKalb County,4265,2010,2255,8.3,88.6,0.3,0.3,0.3,0.9,8.8,42176.0
Alabama,Elmore County,9701,6378,3323,0.9,75.2,21.9,1.2,0.0,0.0,7.4,48587.0
Alabama,Elmore County,4646,2385,2261,0.0,91.0,8.6,0.0,0.0,0.0,7.4,60047.0
Alabama,Elmore County,2570,1308,1262,0.0,89.3,10.7,0.0,0.0,0.0,2.4,60781.0
Alabama,Elmore County,6942,3250,3692,2.8,72.2,20.6,0.6,2.4,0.0,8.0,53086.0
Alabama,Elmore County,4398,2044,2354,1.7,87.4,8.1,0.0,0.3,0.0,5.2,51583.0
Alabama,Elmore County,6752,2710,4042,0.6,79.0,19.4,0.0,0.6,0.0,10.2,34623.0
Alabama,Elmore County,7126,3366,3760,1.6,82.9,12.1,0.0,0.4,0.0,3.9,87722.0
Alabama,Elmore County,4341,2197,2144,5.2,84.2,9.0,0.6,0.6,0.0,4.1,80000.0
Alabama,Elmore County,6657,2898,3759,1.8,53.3,41.1,0.0,0.2,0.0,18.8,45049.0
Alabama,Elmore County,6193,2875,3318,1.7,74.0,23.7,0.0,0.3,0.0,3.9,77037.0
Alabama,Elmore County,4203,2001,2202,9.9,62.9,25.4,0.0,0.3,0.0,9.1,45594.0
Alabama,Elmore County,7312,3052,4260,4.1,64.7,29.5,0.0,0.5,0.0,2.9,46417.0
Alabama,Elmore County,4253,2006,2247,4.1,73.3,18.9,1.1,0.0,0.0,4.6,61193.0
Alabama,Elmore County,1751,821,930,11.0,42.6,43.2,0.0,0.0,0.0,9.5,41757.0
Alabama,Elmore County,4144,2066,2078,6.5,60.7,25.3,0.0,2.6,0.0,10.7,49737.0
Alabama,Escambia County,5598,2656,2942,4.0,66.9,28.6,0.0,0.0,0.0,19.6,27392.0
Alabama,Escambia County,4169,2110,2059,2.6,88.1,6.7,0.8,0.0,0.0,9.5,43188.0
Alabama,Escambia County,3994,2063,1931,0.8,71.6,22.8,0.5,2.7,0.0,5.8,50824.0
Alabama,Escambia County,1788,821,967,0.0,23.9,75.6,0.0,0.4,0.0,17.0,21131.0
Alabama,Escambia County,3739,1806,1933,1.2,74.5,21.5,2.7,0.0,0.0,24.4,35333.0
Alabama,Escambia County,5563,4029,1534,5.3,41.8,34.7,15.8,0.3,0.0,3.7,39432.0
Alabama,Escambia County,4793,2445,2348,1.4,72.4,21.7,3.1,0.0,1.1,11.6,37103.0
Alabama,Escambia County,3866,1730,2136,0.3,24.7,74.6,0.0,0.0,0.0,13.0,22268.0
Alabama,Escambia County,4111,1666,2445,0.7,58.9,31.7,4.4,0.4,0.0,18.3,39315.0
Alabama,Etowah County,3691,1877,1814,1.4,51.1,42.1,0.1,0.1,0.0,6.4,26559.0
Alabama,Etowah County,2562,1230,1332,1.0,21.9,75.8,0.0,0.0,0.0,18.8,19599.0
Alabama,Etowah County,3938,2030,1908,1.4,87.9,6.6,0.6,1.4,0.0,5.6,57250.0
Alabama,Etowah County,1796,913,883,7.3,84.6,6.6,0.0,0.0,0.0,20.3,24316.0
Alabama,Etowah County,2047,1011,1036,6.3,77.8,13.9,0.0,0.0,0.0,17.5,26691.0
Alabama,Etowah County,1111,451,660,1.3,52.7,46.1,0.0,0.0,0.0,15.7,17422.0
Alabama,Etowah County,1293,670,623,22.2,30.6,47.2,0.0,0.0,0.0,6.4,37404.0
Alabama,Etowah County,2671,1265,1406,2.4,76.0,20.7,0.4,0.0,0.0,11.1,30833.0
Alabama,Etowah County,1460,544,916,15.0,25.1,50.0,4.5,0.0,0.0,8.5,24653.0
Alabama,Etowah County,5114,2658,2456,0.5,92.6,4.9,0.0,1.7,0.0,2.9,71583.0
Alabama,Etowah County,2895,1395,1500,8.8,71.9,11.9,0.0,6.4,0.0,5.2,27932.0
Alabama,Etowah County,2318,970,1348,16.5,42.7,39.0,0.0,0.0,0.0,21.0,31643.0
Alabama,Etowah County,3639,1766,1873,3.5,27.9,68.0,0.0,0.1,0.0,8.9,35045.0
Alabama,Etowah County,1721,791,930,7.1,49.6,40.7,0.0,0.5,0.0,6.9,22650.0
Alabama,Etowah County,2295,1096,1199,5.0,68.6,22.7,0.0,0.4,0.0,15.9,37825.0
Alabama,Etowah County,4946,2311,2635,5.8,77.4,13.3,0.0,0.0,1.3,12.2,41250.0
Alabama,Etowah County,2602,1372,1230,0.0,91.9,6.7,1.1,0.0,0.0,3.2,52358.0
Alabama,Etowah County,3653,1754,1899,3.8,64.6,26.7,0.0,4.7,0.2,6.7,44918.0
Alabama,Etowah County,5072,2413,2659,4.3,88.6,6.4,0.0,0.7,0.0,8.1,53740.0
Alabama,Etowah County,8376,3902,4474,1.5,95.1,1.3,0.3,1.2,0.0,1.7,69079.0
Alabama,Etowah County,5237,2330,2907,0.2,93.0,1.9,2.9,0.0,0.0,10.3,55216.0
Alabama,Etowah County,5149,2381,2768,0.3,98.9,0.0,0.0,0.0,0.0,3.2,54357.0
Alabama,Etowah County,3780,1727,2053,0.2,97.1,0.0,0.0,0.0,0.0,6.5,41875.0
Alabama,Etowah County,3797,1898,1899,3.3,89.1,6.3,0.0,0.0,0.0,2.9,50106.0
Alabama,Etowah County,2897,1588,1309,1.7,92.7,2.9,0.7,0.0,0.0,8.8,50478.0
Alabama,Etowah County,1656,838,818,1.8,93.1,3.8,0.0,0.4,0.0,8.1,44243.0
Alabama,Etowah County,4699,2230,2469,0.5,96.5,0.0,2.5,0.3,0.0,9.7,44886.0
Alabama,Etowah County,4720,2512,2208,8.2,89.2,1.8,0.3,0.0,0.0,3.5,48208.0
Alabama,Etowah County,5559,2742,2817,1.7,94.6,0.2,0.8,0.5,0.0,7.7,35745.0
Alabama,Etowah County,2438,1073,1365,11.6,33.2,52.3,0.0,0.0,0.0,2.5,21466.0
Alabama,Fayette County,1509,701,808,0.0,99.0,1.0,0.0,0.0,0.0,11.3,41875.0
Alabama,Fayette County,3202,1692,1510,0.0,95.8,3.2,0.0,0.6,0.0,4.8,43261.0
Alabama,Fayette County,4201,2062,2139,1.3,74.5,22.3,0.0,0.7,0.0,5.9,45982.0
Alabama,Fayette County,3889,1963,1926,5.1,71.7,20.0,0.0,0.7,0.0,13.3,31349.0
Alabama,Fayette County,3856,1773,2083,0.6,95.5,2.3,0.0,0.1,0.0,8.7,32656.0
Alabama,Franklin County,3778,1803,1975,16.8,72.9,9.7,0.5,0.0,0.0,8.1,41838.0
Alabama,Franklin County,5611,2954,2657,38.3,50.7,8.8,0.0,1.8,0.0,5.9,37091.0
Alabama,Franklin County,2565,1373,1192,3.1,95.8,0.0,0.4,0.0,0.0,5.1,41409.0
Alabama,Franklin County,4312,2393,1919,34.1,55.7,7.1,0.0,0.0,0.0,9.5,50244.0
Alabama,Franklin County,2829,1592,1237,15.4,73.9,9.9,0.0,0.0,0.0,5.1,39276.0
Alabama,Franklin County,2752,1238,1514,0.5,99.1,0.0,0.0,0.2,0.0,11.0,35000.0
Alabama,Franklin County,2186,1081,1105,1.5,97.0,0.0,0.0,0.0,1.5,5.7,39244.0
Alabama,Franklin County,1595,798,797,3.9,94.3,0.0,1.1,0.6,0.0,12.3,38618.0
Alabama,Franklin County,5879,2586,3293,4.5,94.7,0.4,0.1,0.0,0.0,11.7,36488.0
Alabama,Geneva County,4715,2372,2343,6.4,80.3,9.0,1.1,0.0,0.0,12.0,30017.0
Alabama,Geneva County,2388,1232,1156,3.9,88.2,6.1,0.0,0.0,0.0,4.1,60852.0
Alabama,Geneva County,5534,2446,3088,0.9,83.6,11.1,0.0,1.7,0.0,9.2,36551.0
Alabama,Geneva County,5643,2761,2882,3.1,82.9,11.2,1.3,0.0,0.0,9.0,43304.0
Alabama,Geneva County,4309,2244,2065,6.9,77.7,12.7,0.8,0.3,0.0,11.4,44570.0
Alabama,Geneva County,3983,1953,2030,2.1,94.8,1.9,0.0,0.0,0.0,5.5,37197.0
Alabama,Greene County,1669,958,711,3.8,11.6,83.5,0.0,0.0,0.0,19.9,22193.0
Alabama,Greene County,3677,1399,2278,1.0,20.5,77.2,0.0,0.0,0.0,14.5,22023.0
Alabama,Greene County,3187,1701,1486,0.0,16.0,82.2,1.7,0.0,0.0,11.5,17284.0
Alabama,Hale County,3632,1830,1802,3.2,60.1,35.2,0.7,0.6,0.0,16.8,48647.0
Alabama,Hale County,1417,700,717,0.0,48.1,51.9,0.0,0.0,0.0,8.8,35075.0
Alabama,Hale County,1675,777,898,2.4,53.0,44.6,0.0,0.0,0.0,2.3,51838.0
Alabama,Hale County,2014,838,1176,0.3,17.5,82.1,0.0,0.0,0.0,5.8,42143.0
Alabama,Hale County,4783,2142,2641,0.0,27.9,71.5,0.0,0.1,0.0,13.9,25104.0
Alabama,Hale County,1474,762,712,2.3,32.8,64.9,0.0,0.0,0.0,10.7,28606.0
Alabama,Henry County,1794,900,894,0.7,51.1,47.2,0.3,0.0,0.0,13.7,40560.0
Alabama,Henry County,2870,1471,1399,4.1,48.7,46.0,0.0,0.0,0.0,5.8,41612.0
Alabama,Henry County,2761,1337,1424,1.6,73.1,24.8,0.0,0.0,0.0,5.0,40149.0
Alabama,Henry County,1753,802,951,3.3,71.7,24.0,0.0,0.0,0.0,6.3,39375.0
Alabama,Henry County,6446,2881,3565,1.3,76.2,21.4,0.0,0.0,0.0,5.6,54527.0
Alabama,Henry County,1486,817,669,7.9,84.3,7.5,0.0,0.0,0.0,6.8,46397.0
Alabama,Houston County,5535,2761,2774,2.4,89.9,6.5,0.0,0.5,0.0,5.7,55151.0
Alabama,Houston County,9825,4543,5282,2.6,83.3,9.4,0.1,3.3,0.0,4.8,65298.0
Alabama,Houston County,8580,4161,4419,3.2,84.3,9.0,0.3,1.3,0.0,5.3,74051.0
Alabama,Houston County,3869,1763,2106,3.0,55.1,38.4,0.4,1.6,0.0,9.8,37571.0
Alabama,Houston County,3701,1701,2000,6.9,45.9,43.0,0.8,1.1,0.0,8.0,36731.0
Alabama,Houston County,2473,1208,1265,0.8,80.9,16.3,1.2,0.0,0.0,6.5,53500.0
Alabama,Houston County,3607,1784,1823,6.1,75.4,17.4,0.0,0.1,0.0,5.5,45958.0
Alabama,Houston County,2184,1130,1054,1.3,12.3,84.0,0.0,0.3,0.0,22.6,14349.0
Alabama,Houston County,2966,1445,1521,8.0,47.2,41.4,0.1,0.7,0.0,12.5,38333.0
Alabama,Houston County,8618,4269,4349,6.4,74.1,15.5,0.4,0.5,0.0,6.4,46646.0
Alabama,Houston County,5050,2483,2567,4.8,66.9,25.1,0.1,1.6,0.0,6.9,51968.0
Alabama,Houston County,5204,2296,2908,2.3,28.8,66.1,0.1,0.7,0.0,9.5,27634.0
Alabama,Houston County,3672,1752,1920,4.4,63.4,27.8,0.1,1.3,0.4,5.3,37475.0
Alabama,Houston County,2236,974,1262,4.6,35.0,58.7,0.7,0.0,0.0,16.4,16234.0
Alabama,Houston County,3427,1728,1699,1.1,19.7,75.6,0.5,0.2,0.0,17.6,24160.0
Alabama,Houston County,4000,1817,2183,0.8,23.3,74.6,0.3,0.0,0.0,14.0,29523.0
Alabama,Houston County,5147,2502,2645,5.3,64.1,27.7,0.7,0.6,0.0,7.0,38125.0
Alabama,Houston County,1279,616,663,1.3,85.8,10.9,0.0,0.0,0.0,0.7,32845.0
Alabama,Houston County,2040,958,1082,0.9,62.3,36.2,0.0,0.0,0.0,15.4,39208.0
Alabama,Houston County,7669,3584,4085,2.5,81.7,12.4,0.5,0.2,0.0,5.2,41935.0
Alabama,Houston County,5824,2865,2959,0.6,85.9,10.7,0.2,0.0,0.0,7.5,42167.0
Alabama,Houston County,7202,3565,3637,0.8,89.4,7.2,0.3,0.1,0.0,6.1,46574.0
Alabama,Jackson County,6210,3186,3024,0.0,92.8,0.0,1.2,0.4,0.0,2.8,38866.0
Alabama,Jackson County,3173,1410,1763,0.8,86.6,5.8,2.0,0.0,0.0,6.0,33177.0
Alabama,Jackson County,5708,2999,2709,6.1,83.1,7.4,0.2,0.1,0.0,10.3,34616.0
Alabama,Jackson County,2121,1100,1021,5.9,87.9,0.3,2.9,0.0,0.0,14.2,38640.0
Alabama,Jackson County,3497,1825,1672,3.3,90.5,0.9,1.7,0.3,0.3,12.7,37679.0
Alabama,Jackson County,5812,2752,3060,0.5,87.7,7.9,1.4,0.0,0.6,4.0,39107.0
Alabama,Jackson County,4659,2137,2522,4.5,91.7,2.3,0.8,0.0,0.0,3.3,40651.0
Alabama,Jackson County,4132,1836,2296,6.5,79.1,6.8,0.2,4.0,0.0,7.3,38125.0
Alabama,Jackson County,5599,2577,3022,4.9,91.4,2.7,0.0,0.0,0.0,9.8,49133.0
Alabama,Jackson County,4422,2468,1954,0.6,96.3,0.0,1.8,0.0,0.2,8.4,33986.0
Alabama,Jackson County,6993,3422,3571,1.0,92.2,0.8,0.5,0.5,0.0,10.9,41012.0
Alabama,Jefferson County,3114,1605,1509,9.8,16.4,73.3,0.0,0.0,0.0,10.7,28517.0
Alabama,Jefferson County,2124,1222,902,31.5,10.9,53.2,1.7,0.0,0.0,13.3,19508.0
Alabama,Jefferson County,3515,1817,1698,0.0,12.7,86.9,0.0,0.0,0.0,21.2,29527.0
Alabama,Jefferson County,3060,1376,1684,2.0,7.7,90.0,0.0,0.0,0.0,21.0,22072.0
Alabama,Jefferson County,2739,1326,1413,1.9,0.0,97.2,0.0,0.0,0.0,17.9,17083.0
Alabama,Jefferson County,3071,1641,1430,1.6,1.4,97.0,0.0,0.0,0.0,10.8,21932.0
Alabama,Jefferson County,4636,1833,2803,0.0,2.0,98.0,0.0,0.0,0.0,6.2,37207.0
Alabama,Jefferson County,2803,1275,1528,6.8,0.6,92.6,0.0,0.0,0.0,13.2,27396.0
Alabama,Jefferson County,2086,1074,1012,7.2,0.9,91.4,0.1,0.0,0.0,10.2,31781.0
Alabama,Jefferson County,2721,1511,1210,1.4,4.6,92.1,0.0,0.0,0.0,21.2,21420.0
Alabama,Jefferson County,3118,1343,1775,2.4,13.2,83.7,0.5,0.2,0.0,8.5,30040.0
Alabama,Jefferson County,1829,871,958,11.9,6.0,80.9,0.4,0.0,0.0,6.2,25093.0
Alabama,Jefferson County,3664,1496,2168,3.0,23.1,71.8,0.0,0.0,0.0,5.7,31934.0
Alabama,Jefferson County,2299,915,1384,0.0,26.1,73.9,0.0,0.0,0.0,5.4,28811.0
Alabama,Jefferson County,2565,1325,1240,1.0,4.4,93.0,0.3,0.7,0.0,16.6,34329.0
Alabama,Jefferson County,3907,1878,2029,2.9,1.5,93.5,0.0,0.0,0.0,23.7,16461.0
Alabama,Jefferson County,3237,1619,1618,4.9,66.4,26.8,0.0,1.2,0.0,3.8,65809.0
Alabama,Jefferson County,3686,1690,1996,4.2,75.6,18.0,0.0,0.7,0.0,4.9,73750.0
Alabama,Jefferson County,4025,1984,2041,2.7,33.4,60.0,0.4,0.0,0.0,12.3,28258.0
Alabama,Jefferson County,3806,2300,1506,0.9,43.8,50.6,0.0,2.4,0.0,14.9,18144.0
Alabama,Jefferson County,2185,990,1195,0.0,0.0,98.5,0.0,0.0,0.0,26.6,16983.0
Alabama,Jefferson County,3479,1726,1753,5.2,23.3,68.6,0.1,1.4,0.0,15.0,24920.0
Alabama,Jefferson County,2424,1021,1403,3.8,2.1,93.7,0.0,0.0,0.0,25.4,18388.0
Alabama,Jefferson County,3683,1712,1971,2.0,0.8,96.8,0.0,0.0,0.0,13.1,26985.0
Alabama,Jefferson County,1229,543,686,0.0,9.3,89.4,0.0,0.0,0.0,25.6,20039.0
Alabama,Jefferson County,931,524,407,0.0,0.0,100.0,0.0,0.0,0.0,13.7,19167.0
Alabama,Jefferson County,2275,1131,1144,0.7,5.1,94.0,0.0,0.0,0.0,22.7,24444.0
Alabama,Jefferson County,2239,979,1260,1.3,8.0,90.6,0.0,0.0,0.0,15.2,31630.0
Alabama,Jefferson County,4678,2262,2416,1.4,4.2,94.4,0.0,0.0,0.0,14.3,42007.0
Alabama,Jefferson County,4634,2127,2507,0.4,5.1,89.0,0.0,0.5,0.0,8.5,27171.0
Alabama,Jefferson County,5191,2332,2859,0.0,1.6,98.2,0.0,0.0,0.0,19.1,31286.0
Alabama,Jefferson County,3614,1689,1925,0.4,2.2,97.1,0.3,0.0,0.0,12.0,34750.0
Alabama,Jefferson County,1368,672,696,15.9,2.2,81.6,0.0,0.3,0.0,4.6,28015.0
Alabama,Jefferson County,2990,1435,1555,2.3,3.4,93.2,0.6,0.5,0.0,20.8,17299.0
Alabama,Jefferson County,1988,957,1031,1.0,2.1,96.0,0.2,0.0,0.0,11.7,20536.0
Alabama,Jefferson County,5071,2243,2828,4.0,37.4,48.8,1.1,5.0,0.0,21.4,15313.0
Alabama,Jefferson County,4005,2052,1953,6.2,77.8,10.9,0.0,5.0,0.0,2.1,50377.0
Alabama,Jefferson County,3491,1712,1779,3.1,90.8,5.0,0.3,0.2,0.0,2.3,63986.0
Alabama,Jefferson County,1991,985,1006,5.1,88.2,3.4,0.0,0.9,0.0,3.2,58017.0
Alabama,Jefferson County,1134,587,547,4.4,72.6,16.7,0.0,5.2,0.0,2.7,34069.0
Alabama,Jefferson County,3091,1698,1393,6.5,64.6,19.9,0.0,7.4,0.0,7.1,32230.0
Alabama,Jefferson County,3502,2053,1449,21.6,58.9,15.1,0.0,3.2,0.0,6.4,33704.0
Alabama,Jefferson County,1933,773,1160,2.4,0.4,97.2,0.0,0.0,0.0,18.6,15625.0
Alabama,Jefferson County,2947,1326,1621,1.0,3.7,91.5,0.0,0.0,0.0,7.4,32632.0
Alabama,Jefferson County,4032,1771,2261,10.1,19.9,64.8,1.1,0.2,0.0,5.8,32670.0
Alabama,Jefferson County,3405,1431,1974,0.0,3.3,96.7,0.0,0.0,0.0,20.1,29614.0
Alabama,Jefferson County,3294,1685,1609,0.9,58.9,38.0,0.0,0.9,0.0,6.5,51583.0
Alabama,Jefferson County,2191,937,1254,7.0,18.5,73.6,0.9,0.0,0.0,14.0,21955.0
Alabama,Jefferson County,4730,1879,2851,7.8,75.3,16.9,0.0,0.0,0.0,4.2,47757.0
Alabama,Jefferson County,2474,1215,1259,0.6,1.1,98.3,0.0,0.0,0.0,10.0,32625.0
Alabama,Jefferson County,2847,1238,1609,0.1,5.1,94.8,0.0,0.0,0.0,16.8,29201.0
Alabama,Jefferson County,3704,1941,1763,1.9,34.3,58.9,0.9,0.6,0.0,7.0,31875.0
Alabama,Jefferson County,5630,2669,2961,3.9,29.3,64.7,1.0,0.8,0.0,8.0,46276.0
Alabama,Jefferson County,5574,2518,3056,8.1,17.7,73.1,0.0,0.0,0.0,7.8,31421.0
Alabama,Jefferson County,2213,986,1227,0.9,26.0,72.3,0.0,0.0,0.2,3.7,65042.0
Alabama,Jefferson County,3714,1735,1979,0.0,13.6,85.8,0.0,0.0,0.0,16.2,32260.0
Alabama,Jefferson County,2798,1132,1666,0.0,10.0,88.5,0.5,0.0,0.0,15.9,51599.0
Alabama,Jefferson County,5819,2657,3162,1.0,7.0,89.1,0.0,0.3,0.3,8.0,55361.0
Alabama,Jefferson County,4876,2341,2535,2.8,58.1,37.8,0.0,0.9,0.0,6.6,34432.0
Alabama,Jefferson County,4750,2272,2478,2.9,72.7,23.4,0.0,0.0,0.0,5.6,42689.0
Alabama,Jefferson County,1284,535,749,0.5,3.3,95.5,0.0,0.0,0.0,15.6,16500.0
Alabama,Jefferson County,3160,1798,1362,16.9,24.2,58.6,0.0,0.0,0.0,22.8,36226.0
Alabama,Jefferson County,2679,1153,1526,2.7,18.1,75.6,0.8,0.0,0.0,9.6,28750.0
Alabama,Jefferson County,4026,1779,2247,2.2,4.3,89.2,0.0,0.0,0.0,19.4,21355.0
Alabama,Jefferson County,3687,1842,1845,0.9,27.0,68.9,0.0,0.0,0.0,15.5,26035.0
Alabama,Jefferson County,2168,1032,1136,4.8,25.4,66.2,0.0,0.0,0.0,4.8,41354.0
Alabama,Jefferson County,1316,696,620,3.4,33.8,62.7,0.0,0.0,0.0,9.8,21139.0
Alabama,Jefferson County,5837,2289,3548,1.5,5.6,89.8,0.0,0.0,0.0,18.6,25882.0
Alabama,Jefferson County,2581,1099,1482,0.0,4.0,94.4,1.2,0.0,0.0,4.2,48138.0
Alabama,Jefferson County,1518,759,759,15.9,59.0,22.2,0.0,0.0,0.0,0.5,40991.0
Alabama,Jefferson County,4652,2339,2313,0.6,92.1,4.8,0.0,2.2,0.0,2.7,92500.0
Alabama,Jefferson County,2427,1205,1222,0.7,92.0,3.5,0.3,0.5,0.0,2.0,126944.0
Alabama,Jefferson County,4950,2100,2850,3.4,77.0,15.6,0.0,2.2,0.0,7.4,70882.0
Alabama,Jefferson County,4230,2207,2023,3.3,91.9,1.8,0.0,1.5,0.0,1.1,108587.0
Alabama,Jefferson County,4958,2641,2317,5.2,61.3,24.8,0.3,7.0,0.0,3.6,51552.0
Alabama,Jefferson County,6044,2948,3096,2.1,91.3,2.9,0.7,2.2,0.0,3.5,110739.0
Alabama,Jefferson County,3470,1640,1830,1.5,97.8,0.3,0.2,0.0,0.0,1.9,142625.0
Alabama,Jefferson County,6083,2786,3297,0.4,56.3,41.7,0.0,0.6,0.0,3.5,78145.0
Alabama,Jefferson County,3014,1553,1461,0.0,95.8,1.0,0.2,2.3,0.0,0.0,133011.0
Alabama,Jefferson County,6923,3576,3347,0.7,92.4,2.9,0.2,2.3,0.4,3.8,114725.0
Alabama,Jefferson County,4902,2342,2560,7.4,28.7,54.4,0.0,1.5,1.5,6.8,25993.0
Alabama,Jefferson County,5756,2747,3009,9.7,76.7,11.8,0.4,0.0,0.0,5.6,69531.0
Alabama,Jefferson County,2049,1043,1006,2.6,40.4,54.3,0.0,0.0,0.4,5.1,35030.0
Alabama,Jefferson County,7648,3340,4308,5.7,39.1,53.7,0.0,1.2,0.2,5.8,53082.0
Alabama,Jefferson County,11401,5560,5841,2.6,86.7,7.5,0.0,0.2,0.0,5.1,83232.0
Alabama,Jefferson County,4859,2087,2772,1.6,78.9,15.1,0.0,1.7,0.0,1.7,73920.0
Alabama,Jefferson County,4117,1870,2247,0.8,94.4,2.2,0.2,0.3,0.0,2.8,79605.0
Alabama,Jefferson County,5964,2890,3074,1.0,90.5,7.1,0.0,0.2,0.0,7.7,74542.0
Alabama,Jefferson County,7927,3778,4149,4.0,71.4,17.5,0.3,5.5,0.0,2.6,80692.0
Alabama,Jefferson County,2248,987,1261,3.0,72.5,22.8,0.0,0.0,0.0,2.6,63988.0
Alabama,Jefferson County,5260,2746,2514,1.1,86.3,12.2,0.0,0.0,0.0,5.2,65974.0
Alabama,Jefferson County,5564,2563,3001,6.6,20.3,71.8,0.0,0.3,0.0,10.1,43709.0
Alabama,Jefferson County,3933,1650,2283,1.3,69.9,27.3,0.0,0.6,0.0,3.5,66188.0
Alabama,Jefferson County,3555,1615,1940,3.9,17.5,64.8,0.0,0.0,0.0,19.8,30068.0
Alabama,Jefferson County,4237,1884,2353,6.1,36.9,56.5,0.2,0.1,0.0,20.4,26477.0
Alabama,Jefferson County,3189,1420,1769,13.3,67.8,15.9,0.6,0.0,0.0,8.8,41444.0
Alabama,Jefferson County,6350,2987,3363,0.6,93.6,3.9,0.0,0.8,0.0,6.0,68688.0
Alabama,Jefferson County,7157,3309,3848,0.9,85.0,10.2,1.5,0.2,0.0,4.2,39657.0
Alabama,Jefferson County,5516,2800,2716,0.0,98.4,0.3,0.0,0.3,0.0,6.5,44519.0
Alabama,Jefferson County,3720,1703,2017,0.5,87.7,7.8,0.5,0.1,0.0,8.1,54922.0
Alabama,Jefferson County,9431,4334,5097,2.7,74.6,18.6,0.7,2.7,0.0,6.7,59648.0
Alabama,Jefferson County,3482,1782,1700,0.0,95.2,1.2,2.4,0.0,0.0,4.2,76484.0
Alabama,Jefferson County,7518,3634,3884,6.7,88.9,2.8,0.0,1.6,0.0,4.1,64189.0
Alabama,Jefferson County,2445,1155,1290,6.4,85.2,8.1,0.0,0.2,0.0,8.8,47382.0
Alabama,Jefferson County,7082,2913,4169,0.3,37.0,58.7,0.1,0.5,0.0,12.3,39323.0
Alabama,Jefferson County,4775,2258,2517,4.6,18.8,70.7,0.0,0.0,0.0,11.9,42905.0
Alabama,Jefferson County,2841,1221,1620,1.4,19.5,77.3,0.0,0.6,0.0,9.9,31410.0
Alabama,Jefferson County,2669,1218,1451,26.7,47.6,24.2,0.0,0.3,0.0,12.5,22425.0
Alabama,Jefferson County,2298,945,1353,2.3,3.0,94.5,0.0,0.3,0.0,12.9,43550.0
Alabama,Jefferson County,4741,2224,2517,2.8,44.0,51.2,0.1,1.2,0.0,11.0,54759.0
Alabama,Jefferson County,7622,3602,4020,2.4,55.8,35.6,0.0,1.7,0.0,4.2,59038.0
Alabama,Jefferson County,4146,1869,2277,2.0,44.7,50.3,0.0,0.2,0.0,13.4,51364.0
Alabama,Jefferson County,2766,1256,1510,0.0,62.9,37.1,0.0,0.0,0.0,8.6,51779.0
Alabama,Jefferson County,4245,2872,1373,1.6,71.5,25.8,0.4,0.2,0.0,6.3,55469.0
Alabama,Jefferson County,3550,1732,1818,0.2,92.1,6.4,0.1,0.7,0.0,8.3,60556.0
Alabama,Jefferson County,2735,1189,1546,0.0,52.7,44.9,0.8,1.4,0.0,4.5,57955.0
Alabama,Jefferson County,7733,3445,4288,0.1,32.4,67.0,0.0,0.0,0.0,7.1,65453.0
Alabama,Jefferson County,3903,1594,2309,1.8,5.7,91.8,0.0,0.0,0.0,6.8,55133.0
Alabama,Jefferson County,2419,1107,1312,1.0,37.5,54.4,3.3,1.2,0.0,7.8,38340.0
Alabama,Jefferson County,3403,1742,1661,0.6,49.0,49.4,0.0,0.0,0.0,10.4,49517.0
Alabama,Jefferson County,4093,1905,2188,0.1,65.2,32.1,0.0,0.0,0.0,11.4,34583.0
Alabama,Jefferson County,2939,1136,1803,1.0,63.6,32.3,0.3,0.0,0.0,8.5,36250.0
Alabama,Jefferson County,3664,1919,1745,26.1,49.9,18.0,0.0,0.0,0.0,2.1,44020.0
Alabama,Jefferson County,6099,3057,3042,9.4,77.6,8.0,0.0,5.1,0.0,0.7,125333.0
Alabama,Jefferson County,2100,1064,1036,0.4,86.9,10.2,1.0,0.0,0.0,4.3,69950.0
Alabama,Jefferson County,2704,1115,1589,2.9,89.8,4.8,0.0,2.6,0.0,6.9,68063.0
Alabama,Jefferson County,4725,2349,2376,1.4,92.0,1.7,0.0,3.9,0.0,6.9,62046.0
Alabama,Jefferson County,4351,2119,2232,3.4,93.3,1.6,0.0,1.7,0.0,3.0,126094.0
Alabama,Jefferson County,6158,2898,3260,7.7,76.3,9.2,0.1,3.8,0.0,6.5,70476.0
Alabama,Jefferson County,4589,2148,2441,2.5,71.6,14.2,0.0,6.8,0.0,8.7,58208.0
Alabama,Jefferson County,5689,2766,2923,19.5,42.8,33.2,0.0,3.9,0.0,6.4,55559.0
Alabama,Jefferson County,3505,1585,1920,0.8,85.4,11.2,0.0,0.6,0.0,3.6,67196.0
Alabama,Jefferson County,5661,2977,2684,2.2,95.1,0.0,0.0,2.5,0.0,1.8,154643.0
Alabama,Jefferson County,4569,2180,2389,10.4,27.3,55.7,0.0,2.8,0.0,7.0,38120.0
